St3gal6,0.01867257,0.04585694
Epha3,0.008890096,0.014825043
Cadm2,0.021557005,0.006096783
Robo2,0.013051075,0.015142138
Synj1,0.011864163,0.0115619395
Dscam,0.01821854,0.0013702527
Zfp174,0.010014853,0.014696123
Nde1,0.027945785,0.011822592
Efcab1,0.022486797,0.013377534
Vwa5b2,0.016615905,0.01848521
Fam131a,0.017475989,0.016313981
Rtp4,0.013265512,0.021030856
Hes1,0.013367155,0.011108341
Snx4,0.022233438,0.015501918
Heg1,0.011063044,0.020778624
Ildr1,0.0146393115,0.0152164325
Fstl1,0.018657634,0.011450776
Zbtb20,0.015049487,0.05931846
Cd47,0.011385145,0.015220524
Ncam2,0.021972489,0.0056449864
Dopey2,0.020957364,0.027778348
Ripply3,0.019990103,0.014306322
B3galt5,0.01420935,0.017294051
Bace2,0.015026558,0.015639978
Pacrg,0.014465529,0.018540569
Dll1,0.009958741,0.015864022
Ccnf,0.012531259,0.020397006
Baiap3,0.019128824,0.017057903
Cacna1h,0.015515313,0.02008996
Tcp11,0.021308152,0.022073017
Clps,0.0015320414,0.0038277714
Trp53cor1,0.002777444,0.010815038
Mtch1,0.016013386,0.0372417
Cbs,0.012418374,0.025840683
Kifc1,0.008700192,0.022988917
Gm19412,0.013184789,0.024759158
H2-Aa,0.0007279045,0.00072637363
Apom,0.0008930398,0.037506096
Ddr1,0.018803028,0.020032201
Slc29a1,0.011745608,0.020406887
Sgol1,0.01504465,0.012274345
Ptprs,0.014122023,0.038469177
Rfx2,0.013945789,0.021525443
Ankrd12,0.015017608,0.016532976
Mtcl1,0.0173821,0.018032296
Slc8a1,0.022285996,0.008260982
4833418N02Rik,0.013957168,0.013498487
Kcnk12,0.009816453,0.008822602
Zdhhc14,0.016214445,0.03384299
Tmem181a,0.011482907,0.013218582
Rps6ka2,0.0076573296,0.0068722116
Mpc1,0.005850621,0.012937328
Pde10a,0.010002089,0.0112461
Smoc2,0.013264884,0.013236623
Hagh,0.022719204,0.011508944
Neurl1b,0.012001638,0.014790835
Pacsin1,0.0129583785,0.0155211985
Cdkn1a,0.0044288523,0.006972148
Fgd2,0.02392007,0.0155081125
Abcg1,0.006948505,0.015754927
Slc37a1,0.017947013,0.016300414
H2-Q2,0.01134295,0.01963864
Adgrf5,0.0124186175,0.010776971
Tfeb,0.01111521,0.011328403
Kcnh8,0.0050154333,0.005568771
Chaf1a,0.022813363,0.008688609
Uhrf1,0.026008202,0.014662893
Epb41l3,0.014691605,0.030244226
Yipf4,0.025560625,0.01455104
Rasgrp3,0.009371989,0.008385941
Tmem178,0.015341697,0.020867405
Plekhh2,0.011333162,0.011348698
Prkce,0.012784576,0.047099095
Ttc7,0.0074464343,0.0077983993
Rock1,0.017735781,0.018089171
Chst9,0.014092583,0.014798398
Nol4,0.011407442,0.02677767
Celf4,0.014193917,0.022020055
Reep5,0.0144134965,0.0115302
Nme5,0.013832375,0.017215382
Gfra3,0.017164696,0.022963123
Nr3c1,0.013066072,0.009705252
Dpysl3,0.0020341661,0.019390397
Spink1,0.0036257422,0.003880962
Atp8b1,0.016902877,0.013747766
Rab27b,0.0152564235,0.022607584
Lipg,0.014675654,0.01688959
Slc14a2,0.01658782,0.018002542
Setbp1,0.015011231,0.048514776
Galr1,0.011916912,0.015905451
Tshz1,0.014988209,0.015514968
Zeb1,0.01046322,0.013167688
Riok3,0.019157996,0.015601233
Ttr,0.007821677,0.010611443
Fhod3,0.019790199,0.006981299
Kif20a,0.015443391,0.020278111
Stk32a,0.015244541,0.026918063
Ap3s1,0.020913279,0.016096633
Cd74,0.0008220079,0.0007973719
Onecut2,0.0010615715,0.0011158105
Nedd4l,0.01788739,0.015328677
Sec11c,0.0131589295,0.023315962
Ldlrad4,0.017846143,0.03394161
Zbtb7c,0.0073393257,0.013723419
Actn3,0.010822823,0.016462855
Snx32,0.012151352,0.015327647
Malat1,0.01445822,0.019952014
Snx15,0.027432673,0.015257648
Gm14964,0.013619038,0.0133075975
Incenp,0.022299541,0.014712467
Psat1,0.018246261,0.029268488
Anxa1,0.017408071,0.018362226
Rfx3,0.013682035,0.030842664
Slc16a12,0.010700629,0.050544564
Ankrd1,0.012729368,0.013168904
Rbp4,0.03107501,0.036467053
Blnk,0.012241306,0.01732148
Slit1,0.014588381,0.01611032
Cpn1,0.02909693,0.014953493
Sorcs1,0.016554756,0.01615589
Gfra1,0.0052256156,0.009197431
Ctsf,0.023806958,0.015440955
